token,clean_token,is_short_token,has_repeated_char_pattern,has_nonstandard_chars,is_probable_name,is_probable_filler,quality_flags,min_count_all_labels,max_count_all_labels,mean_count_all_labels,count_ratio_max_to_min,count_cv_all_labels,range_cosine_similarity,range_cosine_distance,adjacent_distance_mean,adjacent_distance_sum,adjacent_distance_max,dominant_jump_pair,one_step_dominance,count_1960_1969,count_1970_1979,count_1980_1989,count_1990_1999,count_2000_2009,count_2010_2019,cos_1960_1969__to__1970_1979,cos_1970_1979__to__1980_1989,cos_1980_1989__to__1990_1999,cos_1990_1999__to__2000_2009,cos_2000_2009__to__2010_2019,dist_1960_1969__to__1970_1979,dist_1970_1979__to__1980_1989,dist_1980_1989__to__1990_1999,dist_1990_1999__to__2000_2009,dist_2000_2009__to__2010_2019
limbo,True,False,False,False,False,False,,108,2869,694.1666666666666,26.564814814814813,1.4104203650682525,0.2558048367500305,0.7441951632499695,0.5651636958122254,2.8258184790611267,0.7218293845653534,1960_1969__to__1970_1979,0.25544081826698933,108,145,247,376,420,2869,0.2781706154346466,0.534373939037323,0.4304192066192627,0.4759316146373749,0.4552861452102661,0.7218293845653534,0.465626060962677,0.5695807933807373,0.5240683853626251,0.5447138547897339
re,False,True,False,False,False,False,too_short,441,29798,7188.833333333333,67.56916099773242,1.4502379353207349,0.25769925117492676,0.7423007488250732,0.4633582293987274,2.316791146993637,0.5411738157272339,1970_1979__to__1980_1989,0.2335876569752449,441,681,1234,3055,7924,29798,0.5783175826072693,0.4588261842727661,0.4938903748989105,0.47602272033691406,0.6761519908905029,0.4216824173927307,0.5411738157272339,0.5061096251010895,0.5239772796630859,0.32384800910949707
al,False,True,False,False,False,False,too_short,106,8028,1957.1666666666667,75.73584905660377,1.4344364954277224,0.25801724195480347,0.7419827580451965,0.5447358012199401,2.723679006099701,0.6546869277954102,1980_1989__to__1990_1999,0.2403686067004348,106,115,311,1027,2156,8028,0.5357348918914795,0.4117141664028168,0.34531307220458984,0.4846878945827484,0.49887096881866455,0.4642651081085205,0.5882858335971832,0.6546869277954102,0.5153121054172516,0.5011290311813354
mill,True,False,False,False,False,False,,163,9637,2061.5,59.122699386503065,1.6607369600687951,0.2593052089214325,0.7406947910785675,0.3816474676132202,1.908237338066101,0.4871329069137573,1980_1989__to__1990_1999,0.2552789934439922,178,163,180,648,1563,9637,0.6449872255325317,0.6048770546913147,0.5128670930862427,0.6312351822853088,0.697796106338501,0.35501277446746826,0.3951229453086853,0.4871329069137573,0.36876481771469116,0.302203893661499
stagger,True,False,False,False,False,False,,103,855,310.8333333333333,8.300970873786408,0.8521450146151689,0.25932955741882324,0.7406704425811768,0.47301100492477416,2.365055024623871,0.560671865940094,1980_1989__to__1990_1999,0.2370650408141185,129,103,103,293,382,855,0.5383564829826355,0.5752913355827332,0.439328134059906,0.5528987646102905,0.529070258140564,0.4616435170173645,0.42470866441726685,0.560671865940094,0.4471012353897095,0.47092974185943604
whip,True,False,False,False,False,False,,119,69595,13043.666666666666,584.8319327731092,1.9439732888159087,0.25957128405570984,0.7404287159442902,0.44281556010246276,2.214077800512314,0.605791300535202,1980_1989__to__1990_1999,0.2736088589095778,119,325,752,1934,5537,69595,0.5602025985717773,0.508549690246582,0.394208699464798,0.5824774503707886,0.7404837608337402,0.43979740142822266,0.49145030975341797,0.605791300535202,0.4175225496292114,0.25951623916625977
kicks,True,False,False,False,False,False,,171,15096,3440.6666666666665,88.28070175438596,1.5435295708372199,0.25959283113479614,0.7404071688652039,0.3703127682209015,1.8515638411045074,0.5508422553539276,1980_1989__to__1990_1999,0.2975010869867363,171,331,462,1424,3160,15096,0.6738247275352478,0.658486008644104,0.4491577446460724,0.6231018900871277,0.7438657879829407,0.3261752724647522,0.341513991355896,0.5508422553539276,0.3768981099128723,0.2561342120170593
granny,True,False,False,False,False,False,,124,4775,990.8333333333334,38.50806451612903,1.7114470343410035,0.26003390550613403,0.739966094493866,0.49201048612594606,2.4600524306297302,0.5530348718166351,1970_1979__to__1980_1989,0.22480613215022735,124,207,135,254,450,4775,0.46820876002311707,0.44696512818336487,0.5033740401268005,0.49665629863739014,0.6247433423995972,0.5317912399768829,0.5530348718166351,0.49662595987319946,0.5033437013626099,0.37525665760040283
dancer,True,False,False,False,False,False,,111,5940,1537.5,53.513513513513516,1.3023872723326966,0.26040083169937134,0.7395991683006287,0.464953625202179,2.3247681260108948,0.6466525197029114,1960_1969__to__1970_1979,0.27815785689238276,111,475,638,723,1338,5940,0.3533474802970886,0.5827887058258057,0.5770597457885742,0.5616829991340637,0.600352942943573,0.6466525197029114,0.41721129417419434,0.4229402542114258,0.4383170008659363,0.399647057056427
zoo,True,False,False,False,False,False,,162,6284,1514.1666666666667,38.79012345679013,1.427099724946778,0.2607625722885132,0.7392374277114868,0.4458972454071045,2.2294862270355225,0.533317506313324,1990_1999__to__2000_2009,0.2392109445872018,162,218,478,755,1188,6284,0.5856528282165527,0.536360502243042,0.5888364911079407,0.466682493686676,0.5929814577102661,0.41434717178344727,0.463639497756958,0.4111635088920593,0.533317506313324,0.4070185422897339
